symbol,company,industry,tier,price,change_pct,high_52w,low_52w,high_200d,low_200d,from_52w_high_pct,ema20,ema200,above_ema200,rsi14,macd,macd_signal,macd_hist,vol_vs_avg20,consec_days,history_days
TRUALT,TruAlt Bioenergy Limited,,2,423.95,0.3,531.95,319.65,531.95,319.65,-20.3,428.36,449.04,False,43.57,-8.551,-8.522,-0.029,2.16,2,240
KELLTONTEC,Kellton Tech Solutions Limited,,2,13.61,0.29,26.94,13.24,19.96,13.24,-49.48,13.77,16.49,False,44.4,-0.143,-0.135,-0.008,0.18,2,252
NIBL,NRB Industrial Bearings Limited,,2,30.97,0.29,37.84,25.93,37.84,25.93,-18.16,31.47,31.47,False,45.37,-0.31,-0.435,0.125,0.31,1,251
GTL,GTL Limited,,2,7.1,0.28,10.64,5.07,8.82,5.07,-33.27,7.23,7.77,False,43.69,-0.077,-0.071,-0.006,0.65,1,249
HINDOILEXP,Hindustan Oil Exploration Company Limited,,2,180.95,0.28,195.83,118.33,195.83,118.33,-7.6,176.73,161.67,True,57.02,6.022,6.301,-0.279,0.25,2,251
HAVELLS,Havells India Ltd.,Consumer Durables,1,1089.9,0.27,1581.56,1087.0,1489.7,1087.0,-31.09,1167.49,1280.35,False,20.65,-41.742,-29.78,-11.962,0.87,1,250
GENESYS,Genesys International Corporation Limited,,2,285.19,0.27,578.0,170.85,455.0,170.85,-50.66,261.81,310.92,False,59.89,17.043,12.506,4.537,0.17,2,252
SGFIN,SG Finserve Limited,,2,619.9,0.27,709.85,334.75,709.85,334.75,-12.67,661.51,556.57,True,29.23,-10.576,-2.748,-7.828,0.95,1,251
BATAINDIA,Bata India Ltd.,Consumer Durables,1,638.3,0.26,1188.96,579.78,939.3,579.78,-46.31,660.55,752.67,False,32.5,-13.235,-9.257,-3.978,6.16,2,252
HAL,Hindustan Aeronautics Ltd.,Capital Goods,1,4800.3,0.26,5099.0,3480.15,5099.0,3480.15,-5.86,4841.72,4539.14,True,47.59,-3.661,20.647,-24.309,1.28,3,252
JIOFIN,Jio Financial Services Ltd.,Financial Services,1,229.89,0.26,316.61,223.58,303.04,223.58,-27.39,234.13,253.59,False,39.44,-4.498,-4.022,-0.477,1.09,2,252
WIPRO,Wipro Ltd.,Information Technology,1,166.83,0.26,262.81,166.3,262.81,166.3,-36.52,172.27,196.73,False,35.53,-3.704,-3.016,-0.688,2.38,1,252
MGEL,Mangalam Global Enterprise Limited,,2,15.64,0.26,17.98,9.77,16.89,9.77,-13.01,15.28,14.68,True,56.7,0.186,0.065,0.121,0.2,2,250
UGROCAP,Ugro Capital Limited,,2,83.5,0.26,189.95,81.3,182.43,81.3,-56.04,86.25,112.14,False,31.58,-2.439,-2.451,0.012,1.07,1,248
GLENMARK,Glenmark Pharmaceuticals Ltd.,Healthcare,1,2416.0,0.25,2512.5,1808.6,2512.5,1918.49,-3.84,2406.39,2218.99,True,53.95,24.239,36.437,-12.198,0.49,2,251
STARHEALTH,Star Health and Allied Insurance Company Ltd.,Financial Services,1,547.05,0.25,610.4,425.15,610.4,425.15,-10.38,564.41,528.65,True,36.81,-7.686,-5.421,-2.265,5.6,2,251
MARATHON,Marathon Nextgen Realty Limited,,2,415.05,0.25,673.2,346.85,556.05,346.85,-38.35,419.77,455.98,False,49.86,10.246,11.907,-1.661,0.19,1,249
CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,Chemicals,1,414.9,0.24,534.56,406.77,483.49,406.77,-22.38,419.83,449.6,False,39.98,-5.633,-6.128,0.495,0.76,2,252
RAINBOW,Rainbow Childrens Medicare Ltd.,Healthcare,1,1457.2,0.24,1598.6,1101.21,1598.6,1101.21,-8.85,1455.77,1382.05,True,49.7,-5.645,-8.001,2.356,0.67,2,248
CAMPUS,Campus Activewear Limited,,2,211.98,0.24,283.46,211.47,280.58,211.47,-25.22,217.81,239.24,False,34.71,-3.008,-2.031,-0.977,0.65,1,251
CHEVIOT,Cheviot Company Limited,,2,1175.1,0.24,1329.49,885.02,1329.49,885.02,-11.61,1170.52,1110.35,True,52.4,11.987,10.877,1.109,0.63,1,249
BSE,BSE Ltd.,Financial Services,1,3266.4,0.23,4391.73,2034.84,4391.73,2574.22,-25.62,3332.8,3297.57,False,43.37,-45.641,-48.707,3.066,0.53,2,252
HYUNDAI,Hyundai Motor India Ltd.,Automobile and Auto Components,1,2160.0,0.23,2782.73,1675.4,2362.64,1675.4,-22.38,2179.31,2117.73,True,47.8,3.604,15.468,-11.864,1.04,2,251
BAGFILMS,B.A.G Films and Media Limited,,2,4.36,0.23,7.74,3.63,6.54,3.63,-43.67,4.46,5.12,False,44.65,-0.005,0.002,-0.007,0.26,1,249
DIAMINESQ,Diamines & Chemicals Limited,,2,256.77,0.23,374.5,212.37,285.2,212.37,-31.44,249.89,262.3,False,59.18,2.85,1.321,1.529,0.48,2,249
DLINKINDIA,D-Link (India) Limited,,2,418.0,0.23,518.55,353.27,518.55,353.27,-19.39,436.39,439.13,False,34.61,-5.117,-2.958,-2.158,0.67,1,250
GSPCROP,GSP Crop Science Limited,,2,484.05,0.23,641.79,337.18,641.79,337.18,-24.58,544.4,454.28,True,29.54,-25.458,-7.772,-17.686,0.7,4,123
REMSONSIND,Remsons Industries Limited,,2,92.34,0.23,149.91,76.15,126.04,76.15,-38.4,92.51,98.24,False,52.14,2.595,2.96,-0.364,0.53,1,250
SAREGAMA,Saregama India Ltd,Media Entertainment & Publication,1,486.55,0.22,557.25,311.1,557.25,311.1,-12.69,498.31,444.77,True,43.84,-3.923,-3.474,-0.449,0.89,1,248
ANDHRSUGAR,The Andhra Sugars Limited,,2,92.39,0.22,102.62,66.19,102.62,66.19,-9.97,95.17,84.68,True,43.49,0.144,1.176,-1.032,0.29,1,251
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,,2,80.2,0.22,96.61,37.63,96.61,37.63,-16.99,83.8,72.45,True,37.83,-2.3,-1.922,-0.378,0.52,2,251
RENUKA,Shree Renuka Sugars Limited,,2,23.06,0.22,32.31,21.49,29.48,21.49,-28.63,24.0,24.99,False,43.37,0.105,0.344,-0.239,0.4,1,251
LAGNAM,Lagnam Spintex Limited,,2,71.3,0.21,90.38,59.73,90.38,59.73,-21.11,75.15,78.51,False,23.28,-2.357,-2.194,-0.163,0.14,1,247
LGBBROSLTD,LG Balakrishnan & Bros Limited,,2,1706.7,0.21,1980.25,1327.33,1980.25,1438.09,-13.81,1683.03,1613.61,True,62.5,34.581,39.215,-4.634,1.31,1,250
OMINFRAL,OM INFRA LIMITED,,2,80.42,0.21,136.31,72.71,108.53,72.71,-41.0,82.44,90.14,False,38.97,-1.444,-1.349,-0.095,0.68,2,248
GMRP&UI,GMR Power and Urban Infra Limited,,2,92.31,0.2,132.19,89.74,121.97,89.74,-30.17,93.84,104.5,False,44.52,-1.048,-1.035,-0.013,0.76,1,252
HATHWAY,Hathway Cable & Datacom Limited,,2,10.02,0.2,15.08,8.87,12.95,8.87,-33.55,10.32,11.32,False,34.26,-0.179,-0.151,-0.028,0.99,2,251
HEXATRADEX,Hexa Tradex Limited,,2,156.37,0.2,179.0,155.04,171.17,155.04,-12.64,157.76,162.78,False,44.32,-0.771,-0.487,-0.284,0.74,2,247
PANACEABIO,Panacea Biotec Limited,,2,367.9,0.2,607.75,296.05,607.75,296.05,-39.47,391.0,421.18,False,34.23,-12.841,-13.274,0.433,1.12,1,251
SRGHFL,SRG Housing Finance Limited,,2,126.65,0.2,320.0,126.4,320.0,126.4,-60.42,207.22,272.63,False,10.65,-36.046,-24.114,-11.932,3.08,1,249
KAJARIACER,Kajaria Ceramics Ltd.,Consumer Durables,1,1215.9,0.19,1261.1,883.65,1261.1,883.65,-3.58,1228.09,1146.24,True,47.3,3.227,6.18,-2.953,0.86,1,249
HPIL,Hindprakash Industries Limited,,2,120.0,0.19,144.25,109.83,144.25,109.83,-16.81,123.04,128.08,False,42.33,-1.52,-1.195,-0.325,0.15,1,248
INFOBEAN,InfoBeans Technologies Limited,,2,151.27,0.19,249.74,117.61,249.74,122.79,-39.43,156.42,162.41,False,37.77,-2.386,-1.783,-0.603,0.13,1,251
PTC,PTC India Limited,,2,156.23,0.19,201.66,132.94,201.66,132.94,-22.53,155.29,156.84,False,50.78,-1.301,-1.537,0.236,1.02,2,252
CHENNPETRO,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,1,1416.6,0.18,1626.4,687.91,1626.4,744.1,-12.9,1446.45,1095.5,True,49.35,41.354,56.672,-15.317,0.62,1,252
SIGNATURE,Signatureglobal (India) Ltd.,Realty,1,752.5,0.18,1146.5,714.2,1146.5,714.2,-34.37,779.72,871.18,False,37.52,-9.735,-6.516,-3.219,0.89,1,247
PANAMAPET,Panama Petrochem Limited,,2,451.55,0.18,542.11,230.66,542.11,230.66,-16.71,477.73,376.75,True,40.63,-0.806,3.951,-4.757,0.71,1,249
JAYSREETEA,Jayshree Tea & Industries Limited,,2,89.38,0.17,106.57,72.02,106.57,72.02,-16.13,94.06,89.31,True,39.36,-0.312,1.18,-1.492,0.24,1,249
IGIL,International Gemological Institute Ltd.,Services,1,314.9,0.16,378.4,286.61,378.4,286.61,-16.78,324.18,341.19,False,34.57,-8.263,-7.439,-0.824,0.69,2,251
LINDEINDIA,Linde India Ltd.,Chemicals,1,6089.5,0.16,7834.21,5685.86,7834.21,5761.23,-22.27,6379.21,6724.84,False,23.33,-165.07,-147.078,-17.992,0.57,1,249
ONGC,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,1,232.8,0.16,300.12,223.72,300.12,225.14,-22.43,234.73,248.13,False,44.48,-1.096,-1.31,0.214,1.1,1,252
FMGOETZE,Federal-Mogul Goetze (India) Limited.,,2,447.5,0.16,529.14,305.62,529.14,305.62,-15.43,457.76,407.16,True,47.96,6.536,13.929,-7.393,0.03,2,249
SANGAMIND,Sangam (India) Limited,,2,566.55,0.16,636.95,394.69,636.95,413.17,-11.05,578.88,520.27,True,41.7,-4.755,-3.627,-1.128,0.35,1,247
IRISDOREME,Iris Clothings Limited,,2,58.18,0.15,63.58,27.83,63.58,27.83,-8.49,59.01,42.68,True,50.77,1.71,2.261,-0.551,0.64,1,247
BLUEDART,Blue Dart Express Ltd.,Services,1,4850.5,0.14,6694.0,4647.4,5884.0,4647.4,-27.54,4965.28,5200.88,False,37.94,-50.553,-29.796,-20.757,1.22,2,249
ELGIEQUIP,Elgi Equipments Ltd.,Capital Goods,1,593.3,0.14,642.4,413.62,642.4,413.62,-7.64,614.42,557.74,True,41.18,0.449,5.822,-5.373,0.79,1,251
MARKSANS,Marksans Pharma Limited,,2,320.15,0.14,335.9,156.46,335.9,156.46,-4.69,321.1,241.55,True,52.36,5.45,9.058,-3.607,0.46,3,252
ORICONENT,Oricon Enterprises Limited,,2,51.38,0.14,69.12,51.31,69.12,51.31,-25.67,53.31,58.11,False,37.94,-0.989,-0.656,-0.333,0.67,1,248
NEULANDLAB,Neuland Laboratories Ltd.,Healthcare,1,22625.0,0.13,23995.0,11533.68,23995.0,11533.68,-5.71,22943.01,18060.43,True,49.48,389.209,579.877,-190.668,1.26,1,250
BFUTILITIE,BF Utilities Limited,,2,521.05,0.13,857.65,371.7,708.0,371.7,-39.25,531.45,581.97,False,43.93,-4.986,-7.13,2.145,0.12,1,251
DBOL,Dhampur Bio Organics Limited,,2,113.41,0.13,135.61,68.48,135.61,73.58,-16.37,121.44,105.92,True,38.56,0.016,2.274,-2.258,0.22,1,248
FINPIPE,Finolex Industries Limited,,2,154.63,0.13,213.12,147.32,188.57,147.32,-27.44,155.01,170.3,False,46.47,-1.71,-1.858,0.148,1.08,2,250
MTNL,Mahanagar Telephone Nigam Limited,,2,23.8,0.13,45.2,21.47,37.5,21.47,-47.35,25.33,30.66,False,23.61,-0.905,-0.711,-0.194,0.98,1,252
RAJPALAYAM,Rajapalayam Mills Limited,,2,760.0,0.13,848.33,314.26,848.33,314.26,-10.41,789.13,640.28,True,38.51,-15.853,-11.639,-4.214,1.85,1,109
RATNAMANI,Ratnamani Metals & Tubes Limited,,2,2695.0,0.13,3032.78,1937.82,3032.78,1937.82,-11.14,2654.42,2481.13,True,55.38,83.662,80.721,2.941,0.21,1,248
SPIC,Southern Petrochemicals Industries Corporation  Limited,,2,66.92,0.13,101.48,55.42,84.05,55.42,-34.06,68.72,72.85,False,39.13,-0.101,0.34,-0.441,0.51,1,250
AMRUTANJAN,Amrutanjan Health Care Limited,,2,491.0,0.12,758.23,485.38,691.75,485.38,-35.24,499.07,565.19,False,41.07,-6.308,-5.614,-0.694,0.14,2,251
ADANIENT,Adani Enterprises Ltd.,Metals & Mining,1,2923.2,0.11,3212.1,1758.01,3212.1,1758.01,-8.99,2991.86,2706.2,True,42.67,-16.16,-11.054,-5.106,0.28,1,251
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,Financial Services,1,1512.4,0.11,2017.91,1349.83,1938.57,1349.83,-25.05,1528.51,1638.48,False,43.56,-12.39,-14.309,1.919,0.82,1,249
KPRMILL,K.P.R. Mill Ltd.,Textiles,1,1121.4,0.11,1215.78,808.81,1215.78,808.81,-7.76,1132.86,1042.78,True,48.08,4.766,11.074,-6.308,0.67,2,249
EXCELINDUS,Excel Industries Limited,,2,953.05,0.11,1156.32,794.93,1117.13,794.93,-17.58,992.98,970.4,False,39.23,-9.885,0.635,-10.52,0.19,1,247
NIRAJ,Niraj Cement Structurals Limited,,2,27.61,0.11,47.63,20.73,43.2,20.73,-42.03,28.35,31.48,False,39.96,-0.341,-0.204,-0.137,0.34,2,248
RSYSTEMS,R Systems International Limited,,2,240.74,0.11,434.66,220.16,419.08,220.16,-44.61,245.37,290.29,False,43.4,-1.372,-0.635,-0.737,0.77,2,249
SPAL,S. P. Apparels Limited,,2,974.9,0.11,1175.27,607.13,1175.27,607.13,-17.05,1009.74,880.05,True,43.9,3.064,8.122,-5.058,0.58,1,249
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,1,796.0,0.09,1019.07,668.44,970.25,668.44,-21.89,843.57,878.4,False,24.65,-30.354,-23.549,-6.804,1.83,2,252
ADVENZYMES,Advanced Enzyme Technologies Limited,,2,288.1,0.09,390.42,254.2,390.42,254.2,-26.21,296.39,318.38,False,36.81,-5.009,-4.834,-0.175,0.8,2,251
APOLLO,Apollo Micro Systems Limited,,2,370.7,0.09,450.05,182.16,450.05,182.16,-17.63,394.41,346.94,True,38.21,-0.331,2.287,-2.618,1.37,1,251
BCLIND,Bcl Industries Limited,,2,32.98,0.09,43.16,25.68,38.33,25.68,-23.59,35.53,34.99,False,29.45,-0.67,-0.229,-0.441,0.97,1,248
GILLANDERS,Gillanders Arbuthnot & Company Limited,,2,103.0,0.09,126.9,76.69,114.01,76.69,-18.83,101.27,97.05,True,58.93,2.575,3.122,-0.547,0.29,1,248
HGM,HandsOn Global Management (HGM) Limited,,2,46.81,0.09,79.52,43.73,72.14,43.73,-41.13,48.14,55.98,False,45.17,0.192,0.181,0.011,0.25,1,248
MIDWESTLTD,Midwest Limited,,2,976.2,0.09,1803.6,974.3,1803.6,974.3,-45.87,1063.14,1230.67,False,24.46,-48.671,-41.852,-6.819,2.04,2,225
NORBTEAEXP,Norben Tea & Exports Limited,,2,64.56,0.09,99.35,49.05,99.35,60.08,-35.02,66.53,71.42,False,43.89,-0.785,-0.379,-0.406,1.07,2,248
TASTYBITE,Tasty Bite Eatables Limited,,2,9936.0,0.09,10392.0,6446.56,10392.0,6446.56,-4.39,9931.41,8620.92,True,52.34,132.297,173.694,-41.397,0.6,1,248
INDUSTOWER,Indus Towers Ltd.,Telecommunication,1,375.9,0.08,460.42,326.27,460.42,367.76,-18.36,378.12,387.82,False,47.93,-0.003,-0.073,0.071,1.03,1,251
ANUP,The Anup Engineering Limited,,2,1638.3,0.08,2520.34,1440.25,2329.68,1440.25,-35.0,1745.18,1986.89,False,25.89,-75.926,-70.903,-5.023,1.53,2,250
ASIANTILES,Asian Granito India Limited,,2,49.97,0.08,77.88,43.42,77.88,43.42,-35.84,49.85,58.11,False,49.79,-0.065,-0.278,0.213,0.41,1,251
HINDCON,Hindcon Chemicals Limited,,2,23.76,0.08,33.44,16.75,30.3,16.75,-28.95,23.45,23.75,True,54.03,0.389,0.412,-0.023,0.4,1,248
MCLOUD,Magellanic Cloud Limited,,2,25.19,0.08,85.12,19.79,31.91,19.79,-70.41,26.62,33.27,False,30.98,-0.87,-0.725,-0.145,0.32,1,250
KALYANKJIL,Kalyan Jewellers India Ltd.,Consumer Durables,1,581.85,0.07,632.02,329.46,632.02,329.46,-7.94,594.02,488.1,True,46.48,2.191,6.596,-4.406,0.66,2,252
INSECTICID,Insecticides (India) Limited,,2,595.2,0.07,778.86,528.4,765.1,528.4,-23.58,608.57,663.41,False,42.49,-5.871,-6.93,1.059,0.39,1,248
MINDTECK,Mindteck (India) Limited,,2,154.47,0.07,294.67,145.75,240.4,145.75,-47.58,167.59,197.67,False,20.34,-7.4,-6.589,-0.81,0.71,1,248
LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,1,1896.9,0.06,1968.4,1300.98,1968.4,1300.98,-3.63,1904.13,1661.72,True,50.32,9.161,15.918,-6.758,1.87,1,251
BAJAJHCARE,Bajaj Healthcare Limited,,2,321.1,0.06,504.97,273.71,428.66,273.71,-36.41,326.66,344.16,False,45.12,-0.233,-0.291,0.058,0.8,1,249
MOLDTKPAC,Mold-Tek Packaging Limited,,2,661.85,0.06,823.96,469.01,724.27,469.01,-19.67,681.37,664.13,False,39.81,-6.295,-1.722,-4.573,0.29,2,250
NAHARSPING,Nahar Spinning Mills Limited,,2,261.8,0.06,327.83,150.33,327.83,150.33,-20.14,282.37,251.2,True,30.96,-6.625,-2.891,-3.734,0.45,1,248
RBLBANK,RBL Bank Ltd.,Financial Services,1,404.15,0.04,418.5,268.26,418.5,287.85,-3.43,400.95,346.91,True,57.02,7.141,7.806,-0.665,0.66,2,251
ASHOKA,Ashoka Buildcon Limited,,2,108.8,0.04,211.59,102.13,175.52,102.13,-48.58,113.89,135.27,False,31.58,-1.957,-1.504,-0.454,0.09,1,251
UGARSUGAR,The Ugar Sugar Works Limited,,2,53.41,0.04,58.56,35.27,58.56,35.27,-8.79,52.68,43.92,True,53.56,1.31,1.822,-0.513,0.18,2,251
IOB,Indian Overseas Bank,Financial Services,1,32.1,0.03,40.88,31.38,38.16,31.38,-21.48,32.9,34.76,False,36.11,-0.304,-0.244,-0.06,0.55,1,251
MANKIND,Mankind Pharma Ltd.,Healthcare,1,2300.7,0.03,2660.6,1927.4,2617.9,1927.4,-13.53,2324.57,2369.08,False,43.5,-39.979,-40.876,0.897,1.57,2,251
IFBAGRO,IFB Agro Industries Limited,,2,861.4,0.03,1753.2,683.3,1753.2,683.3,-50.87,910.93,967.31,False,29.84,-29.416,-24.312,-5.104,0.6,1,249
SHANKARA,Shankara Building Products Limited,,2,149.29,0.03,990.5,99.97,149.83,99.97,-84.93,147.12,201.22,False,70.85,2.075,2.232,-0.158,1.32,1,249
BBTC,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,1,1416.7,0.02,2083.07,1322.0,1885.97,1322.0,-31.99,1465.07,1591.15,False,39.85,-16.22,-7.629,-8.592,0.05,1,249
GICHSGFIN,GIC Housing Finance Limited,,2,134.92,0.02,175.07,127.77,175.07,127.77,-22.93,139.27,150.98,False,34.93,-2.428,-2.14,-0.288,0.81,1,249
RAMCOIND,Ramco Industries Limited,,2,320.9,0.02,389.94,232.99,375.89,232.99,-17.71,327.36,320.19,True,41.16,-5.76,-5.297,-0.463,0.46,2,251
CCL,CCL Products (I) Ltd.,Fast Moving Consumer Goods,1,1065.6,0.01,1226.28,824.72,1226.28,905.38,-13.1,1094.24,1073.17,False,39.12,-15.508,-13.38,-2.128,0.6,2,251
PFIZER,Pfizer Ltd.,Healthcare,1,4014.8,0.01,5441.22,4014.4,5114.82,4014.4,-26.22,4372.63,4696.34,False,17.46,-203.611,-144.191,-59.42,0.38,1,250
AJAXENGG,Ajax Engineering Limited,,2,566.6,0.01,682.5,404.1,628.85,404.1,-16.98,577.82,567.74,False,44.42,1.068,2.546,-1.478,0.45,1,249
CUBEXTUB,Cubex Tubings Limited,,2,75.09,0.01,129.49,73.94,129.49,73.94,-42.01,77.47,87.97,False,39.68,-0.849,-0.705,-0.144,0.55,1,248
ABBOTINDIA,Abbott India Ltd.,Healthcare,1,26125.0,0.0,30183.7,24604.26,29128.39,24604.26,-13.45,26102.59,26842.84,False,47.95,-315.868,-342.172,26.304,0.74,0,249
FEDERALBNK,Federal Bank Ltd.,Financial Services,1,332.75,0.0,370.43,189.43,370.43,246.01,-10.17,344.17,303.51,True,34.98,-3.291,-1.702,-1.588,2.66,0,252
SUPREMEIND,Supreme Industries Ltd.,Capital Goods,1,3300.0,0.0,4431.05,3157.8,4024.14,3157.8,-25.53,3471.52,3620.18,False,34.54,-42.498,-7.515,-34.984,0.47,0,250
AFIL,Akme Fintrade (India) Limited,,2,8.37,0.0,10.91,4.88,10.91,4.88,-23.28,9.06,8.75,False,26.32,-0.26,-0.158,-0.102,0.42,0,249
AFSL,Abans Financial Services Limited,,2,201.02,-0.0,216.74,201.0,213.82,201.0,-7.25,203.25,203.58,False,44.4,-0.638,0.035,-0.673,0.82,-1,247
ALOKINDS,Alok Industries Limited,,2,7.05,0.0,18.88,7.05,16.85,7.05,-62.66,8.29,12.92,False,14.08,-1.064,-1.087,0.023,0.57,0,252
BLUECOAST,Blue Coast Hotels Limited,,2,21.09,0.0,70.69,19.34,40.39,19.34,-70.17,22.74,30.58,False,37.16,-0.918,-0.864,-0.054,0.59,0,247
CREATIVEYE,Creative Eye Limited,,2,5.59,0.0,8.17,5.59,7.73,5.59,-31.58,5.96,6.6,False,33.16,-0.134,-0.075,-0.059,1.04,0,249
ESSENTIA,Integra Essentia Limited,,2,1.04,0.0,1.92,1.01,1.73,1.01,-45.83,1.09,1.38,False,39.48,-0.043,-0.044,0.001,0.4,0,248
EXXARO,Exxaro Tiles Limited,,2,6.25,0.0,9.92,6.0,8.32,6.0,-37.0,6.4,6.96,False,44.77,-0.008,0.031,-0.039,0.11,0,249
FCSSOFT,FCS Software Solutions Limited,,2,1.41,0.0,2.51,1.17,1.99,1.17,-43.82,1.44,1.66,False,41.05,-0.019,-0.018,-0.001,0.43,0,251
FILATFASH,Filatex Fashions Limited,,2,0.18,0.0,0.64,0.14,0.42,0.14,-71.88,0.18,0.26,False,34.28,-0.0,-0.001,0.0,0.58,0,251
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,,2,1.33,0.0,2.28,1.11,1.9,1.11,-41.67,1.34,1.5,False,47.89,-0.005,-0.0,-0.005,0.34,0,250
LANDSMILL,Landsmill Green Limited,,2,0.56,0.0,1.72,0.56,1.6,0.56,-67.44,0.62,0.96,False,18.35,-0.051,-0.049,-0.002,0.6,0,251
LOYALTEX,Loyal Textile Mills Limited,,2,209.99,-0.0,317.95,178.98,314.79,178.98,-33.96,214.45,222.05,False,46.22,0.158,0.987,-0.829,0.18,-3,247
MBAPL,Madhya Bharat Agro Products Limited,,2,159.82,0.0,169.52,75.67,169.52,78.71,-5.72,161.14,121.93,True,49.31,0.513,1.705,-1.192,0.93,0,251
MITTAL,Mittal Life Style Limited,,2,0.77,0.0,1.62,0.71,1.31,0.71,-52.47,0.84,1.02,False,36.94,-0.026,-0.021,-0.004,0.79,0,249
PATELENG,Patel Engineering Limited,,2,25.62,0.0,40.66,22.2,34.93,22.2,-36.99,27.09,29.75,False,28.63,-0.732,-0.595,-0.138,1.32,0,251
PIXTRANS,Pix Transmissions Limited,,2,1724.6,0.0,1986.5,1262.64,1986.5,1262.64,-13.18,1764.1,1621.88,True,41.94,-23.697,-16.652,-7.045,0.39,0,249
RADIOCITY,Music Broadcast Limited,,2,6.03,0.0,8.88,4.62,6.94,4.62,-32.09,6.33,6.53,False,35.89,-0.121,-0.075,-0.046,0.24,0,248
SAKUMA,Sakuma Exports Limited,,2,1.56,0.0,2.97,1.11,2.39,1.11,-47.47,1.61,1.88,False,41.87,-0.021,-0.017,-0.004,0.48,0,248
SEMAC,Semac Construction Limited,,2,269.0,0.0,522.35,209.77,411.2,209.77,-48.5,285.16,325.27,False,34.2,-9.061,-8.148,-0.913,0.21,0,247
SENORES,Senores Pharmaceuticals Limited,,2,1402.6,0.0,1550.9,673.6,1550.9,710.25,-9.56,1444.36,1134.97,True,43.09,-7.109,5.537,-12.646,1.42,0,252
SHYAMTEL,Shyam Telecom Limited,,2,11.2,0.0,25.05,7.92,25.05,7.92,-55.29,12.41,14.69,False,33.19,-1.053,-1.061,0.008,0.19,0,248
TREJHARA,TREJHARA SOLUTIONS LIMITED,,2,137.1,0.0,276.2,130.83,276.2,130.83,-50.36,147.02,165.82,False,36.13,-2.913,-1.308,-1.605,0.57,0,247
ASTERDM,Aster DM Quality Care Ltd.,Healthcare,1,741.2,-0.01,869.7,535.6,869.7,535.6,-14.78,772.01,728.66,True,34.22,-11.872,-9.815,-2.057,0.45,-2,250
NIVABUPA,Niva Bupa Health Insurance Company Ltd.,Financial Services,1,79.59,-0.01,88.36,68.4,88.36,68.4,-9.93,80.96,81.19,False,38.57,-1.117,-1.164,0.047,2.12,-1,251
NEPHROPLUS,Nephrocare Health Services Limited,,2,735.1,-0.01,765.35,449.15,765.35,449.15,-3.95,721.21,615.98,True,57.09,15.608,13.547,2.062,0.2,-1,189
BANKBARODA,Bank of Baroda,Financial Services,1,234.94,-0.02,314.28,232.7,314.28,232.7,-25.25,238.68,257.2,False,40.21,-2.934,-2.848,-0.086,0.9,-1,251
INDIANB,Indian Bank,Financial Services,1,839.8,-0.02,970.87,680.6,970.87,757.02,-13.5,860.83,836.57,True,37.54,-6.455,-0.975,-5.48,1.35,-1,251
GLOTTIS,Glottis Limited,,2,58.0,-0.02,83.71,38.14,70.31,38.14,-30.71,61.29,63.84,False,29.01,-2.103,-1.755,-0.348,0.52,-3,238
HISARMETAL,Hisar Metal Industries Limited,,2,155.5,-0.02,186.56,124.39,176.77,124.39,-16.65,155.77,157.51,False,50.86,1.431,1.831,-0.4,0.12,-2,247
KRISHIVAL,Krishival Foods Limited,,2,419.4,-0.02,502.8,309.25,483.55,309.25,-16.59,411.21,394.38,True,60.73,6.145,5.415,0.731,0.22,-2,248
RAYMOND,Raymond Limited,,2,978.0,-0.02,1002.8,321.85,1002.8,321.85,-2.47,835.98,582.22,True,76.91,97.305,76.12,21.185,0.39,-4,252
SANOFICONR,Sanofi Consumer Healthcare India Limited,,2,3989.5,-0.02,5212.29,3938.88,4950.61,3938.88,-23.46,4144.62,4502.76,False,28.74,-105.469,-102.463,-3.006,1.0,-2,250
SPORTKING,Sportking India Limited,,2,200.96,-0.02,229.6,79.34,229.6,79.34,-12.47,214.92,162.97,True,38.91,0.147,3.51,-3.363,0.62,-4,248
SRM,SRM Contractors Limited,,2,419.8,-0.02,634.1,373.7,571.6,373.7,-33.8,453.99,489.67,False,28.91,-15.265,-12.448,-2.818,1.03,-2,249
VGL,VARVEE GLOBAL LIMITED,,2,66.2,-0.02,85.07,47.0,80.29,47.0,-22.18,60.1,65.23,True,66.45,1.212,-0.273,1.485,4.39,-2,250
BANKA,Banka BioLoo Limited,,2,77.83,-0.04,94.69,41.97,94.69,41.97,-17.81,79.67,80.08,False,44.88,-1.446,-1.782,0.336,0.07,-2,247
PATELRMART,Patel Retail Limited,,2,202.84,-0.04,261.8,151.22,239.26,151.22,-22.52,215.83,212.72,False,29.83,-5.19,-3.023,-2.167,0.87,-3,251
SHADOWFAX,Shadowfax Technologies Limited,,2,251.55,-0.04,264.84,100.85,264.84,100.85,-5.02,250.3,188.08,True,52.26,1.44,2.839,-1.398,0.42,-1,163
