symbol,company,industry,tier,price,change_pct,high_52w,low_52w,high_200d,low_200d,from_52w_high_pct,ema20,ema200,above_ema200,rsi14,macd,macd_signal,macd_hist,vol_vs_avg20,consec_days,history_days
HCL-INSYS,HCL Infosystems Limited,,2,10.47,4.7,15.93,9.42,14.45,9.42,-34.27,10.42,12.29,False,46.64,-0.306,-0.342,0.036,1.77,1,251
LCCINFOTEC,LCC Infotech Limited,,2,3.13,4.68,5.61,2.99,5.61,2.99,-44.21,3.53,4.37,False,34.7,-0.206,-0.161,-0.044,0.34,1,247
LAXMICOT,Laxmi Cotspin Limited,,2,13.22,4.67,24.77,11.88,24.43,11.88,-46.63,13.32,15.77,False,47.05,-0.297,-0.307,0.01,0.67,1,247
GAYAPROJ,Gayatri Projects Limited,,2,24.72,4.66,26.15,10.47,26.15,11.53,-5.47,23.47,18.24,True,59.46,1.034,0.908,0.125,1.3,1,252
JISLJALEQS,Jain Irrigation Systems Limited,,2,30.42,4.64,56.93,26.49,44.07,26.49,-46.57,29.6,34.78,False,54.74,0.143,0.069,0.073,1.14,1,251
AEGISVOPAK,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,1,310.7,4.63,310.7,161.53,310.7,161.53,0.0,288.83,246.93,True,67.88,7.34,4.739,2.6,4.21,1,251
TCPLPACK,TCPL Packaging Limited,,2,3863.0,4.63,4394.9,2197.07,4394.9,2197.07,-12.1,3845.03,3147.46,True,52.57,56.288,102.069,-45.781,1.14,1,248
LIBAS,Libas Consumer Products Limited,,2,12.0,4.62,13.67,9.46,12.82,9.46,-12.22,10.74,11.16,True,75.97,0.342,0.168,0.174,2.03,3,249
MVELECTRO,MV Electrosystems Limited,,2,832.75,4.62,917.5,560.15,917.5,560.15,-9.24,764.96,645.1,True,59.58,,,,0.32,1,32
DBEIL,Deepak Builders & Engineers India Limited,,2,7.05,4.6,17.92,5.36,12.8,5.36,-60.66,6.88,8.89,False,53.16,-0.016,-0.078,0.062,2.65,1,251
SIEMENS,Siemens Ltd.,Capital Goods,1,3913.9,4.59,4114.0,2834.67,4114.0,2834.67,-4.86,3926.83,3584.94,True,49.45,-10.424,18.682,-29.106,1.83,1,250
OBEROIRLTY,Oberoi Realty Ltd.,Realty,1,1785.0,4.58,1951.29,1408.23,1951.29,1408.23,-8.52,1802.46,1720.94,True,46.59,-30.026,-15.246,-14.78,1.94,2,250
ARCHIDPLY,Archidply Industries Limited,,2,104.8,4.57,114.33,63.55,114.33,63.55,-8.34,101.48,89.44,True,58.66,2.17,3.178,-1.008,0.24,2,250
TI,Tilaknagar Industries Limited,,2,568.7,4.57,581.68,388.05,581.68,388.05,-2.23,537.78,475.19,True,63.11,4.04,5.591,-1.551,2.54,3,252
AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,1,1415.4,4.55,1417.9,584.83,1417.9,584.83,-0.18,1328.32,1005.08,True,60.35,20.22,9.307,10.913,1.63,1,251
SHOPERSTOP,Shoppers Stop Limited,,2,413.3,4.55,557.8,287.15,452.1,287.15,-25.91,391.42,389.17,True,61.71,-1.207,-3.691,2.484,4.08,1,251
VTL,Vardhman Textiles Ltd.,Textiles,1,571.75,4.52,660.65,391.33,660.65,399.46,-13.46,581.42,557.37,True,44.39,-9.368,-7.042,-2.326,0.35,1,250
VIYASH,Viyash Scientific Limited,,2,249.65,4.52,294.15,179.89,294.15,179.89,-15.13,258.14,239.24,True,42.55,-4.285,-2.287,-1.998,0.15,1,251
NAVINFLUOR,Navin Fluorine International Ltd.,Chemicals,1,8590.0,4.5,8775.5,4541.87,8775.5,5556.32,-2.11,8432.86,7085.54,True,56.31,67.081,123.844,-56.764,2.26,2,251
AHLADA,Ahlada Engineers Limited,,2,36.56,4.49,68.33,32.06,60.27,32.06,-46.49,36.84,43.33,False,46.9,-0.717,-0.537,-0.179,1.7,1,249
AFFLE,Affle 3i Ltd.,Information Technology,1,1603.5,4.46,2146.7,1268.7,1821.9,1268.7,-25.3,1594.98,1604.96,False,50.66,-16.039,-10.261,-5.778,1.13,1,251
RML,Rane (Madras) Limited,,2,1324.5,4.45,1408.9,611.19,1408.9,611.19,-5.99,1259.23,989.18,True,59.66,56.87,52.398,4.472,0.42,1,251
SHAREINDIA,Share India Securities Limited,,2,228.15,4.45,228.15,116.7,228.15,116.7,0.0,189.93,158.02,True,84.1,10.984,6.089,4.895,3.02,2,252
KMEW,Knowledge Marine & Engineering Works Limited,,2,2828.1,4.41,3150.4,1099.35,3150.4,1408.65,-10.23,2840.59,2123.19,True,51.22,41.521,81.98,-40.459,0.66,1,251
NOCIL,NOCIL Limited,,2,194.56,4.4,195.31,127.04,195.31,127.04,-0.38,180.04,167.48,True,68.34,6.102,4.859,1.242,1.13,2,252
CENTRALBK,Central Bank of India,Financial Services,1,31.73,4.38,39.79,29.62,39.79,29.62,-20.26,30.83,33.31,False,62.42,-0.08,-0.158,0.078,6.83,2,252
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Financial Services,1,490.5,4.36,686.07,457.6,686.07,457.6,-28.51,484.79,537.47,False,51.05,-8.906,-8.064,-0.842,1.92,2,251
GODFRYPHLP,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,1,2018.0,4.34,3454.7,1817.42,2831.19,1817.42,-41.59,2021.94,2297.0,False,46.64,-48.966,-43.615,-5.351,2.32,2,251
MFSL,Max Financial Services Ltd.,Financial Services,1,1487.6,4.33,1870.0,1425.9,1870.0,1425.9,-20.45,1509.53,1593.72,False,44.92,-23.013,-15.005,-8.008,1.88,1,250
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,1,476.75,4.32,727.29,452.95,701.57,452.95,-34.45,473.09,549.55,False,49.66,-8.73,-8.845,0.116,2.46,2,252
VSSL,Vardhman Special Steels Limited,,2,405.85,4.3,405.85,206.36,405.85,206.36,0.0,368.6,294.09,True,73.32,17.782,15.066,2.717,0.68,1,249
KIRIINDUS,Kiri Industries Limited,,2,535.45,4.29,725.3,338.3,725.3,338.3,-26.18,518.8,464.14,True,56.59,22.397,28.514,-6.117,0.36,1,251
SOLARA,Solara Active Pharma Sciences Limited,,2,742.05,4.29,749.15,425.55,749.15,425.55,-0.95,671.75,570.9,True,70.65,44.446,39.964,4.482,0.42,1,251
TVSSRICHAK,TVS Srichakra Limited,,2,4886.0,4.28,5485.09,3129.25,5485.09,3188.01,-10.92,4986.45,4125.98,True,49.32,115.911,207.712,-91.8,0.37,1,250
APARINDS,Apar Industries Ltd.,Capital Goods,1,17801.0,4.25,17937.72,6941.9,17937.72,6941.9,-0.76,17150.3,13167.79,True,58.37,321.366,418.536,-97.17,1.71,2,251
STYLEBAAZA,Baazar Style Retail Limited,,2,388.05,4.23,439.6,237.15,439.6,237.15,-11.73,384.69,337.94,True,53.89,7.007,12.596,-5.59,1.15,1,251
COFORGE,Coforge Ltd.,Information Technology,1,1841.0,4.21,2014.6,1071.4,2014.6,1071.4,-8.62,1856.45,1601.89,True,49.89,9.334,36.2,-26.866,0.95,1,251
BALAJITELE,Balaji Telefilms Limited,,2,95.97,4.2,136.93,71.11,123.23,71.11,-29.91,92.55,96.5,False,58.74,0.776,0.742,0.034,1.34,1,250
ABB,ABB India Ltd.,Capital Goods,1,7270.5,4.16,7710.0,4618.02,7710.0,4618.02,-5.7,7335.64,6633.14,True,46.35,-77.362,-33.857,-43.506,2.26,1,251
REFEX,Refex Industries Limited,,2,271.75,4.16,399.17,188.51,363.29,188.51,-31.92,278.68,292.57,False,40.55,-8.596,-8.335,-0.26,2.07,1,250
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,1,596.0,4.14,714.15,441.04,714.15,478.9,-16.54,584.02,560.53,True,54.64,0.513,3.549,-3.035,1.16,3,252
EXIDEIND,Exide Industries Ltd.,Automobile and Auto Components,1,435.85,4.12,490.65,286.53,490.65,286.53,-11.17,428.3,397.53,True,52.82,-7.8,-8.197,0.397,2.53,3,252
JUBLFOOD,Jubilant Foodworks Ltd.,Consumer Services,1,500.0,4.12,628.61,411.98,596.2,411.98,-20.46,481.32,488.33,True,61.27,0.411,1.199,-0.788,2.85,3,252
WELENT,Welspun Enterprises Limited,,2,768.0,4.12,813.6,413.71,813.6,413.71,-5.6,723.79,571.48,True,62.69,45.259,44.351,0.908,0.53,1,249
BHARTIHEXA,Bharti Hexacom Ltd.,Telecommunication,1,1540.1,4.11,1893.47,1422.15,1821.56,1422.15,-18.66,1538.28,1573.65,False,49.52,-12.619,-10.634,-1.985,4.12,1,251
PINELABS,Pine Labs Ltd.,Financial Services,1,192.04,4.1,250.89,137.94,247.63,137.94,-23.46,177.04,181.66,True,62.98,8.698,6.93,1.767,1.52,1,214
BHARATFORG,Bharat Forge Ltd.,Automobile and Auto Components,1,1962.1,4.09,2265.2,1176.18,2265.2,1367.88,-13.38,1987.74,1854.3,True,44.45,-46.35,-41.404,-4.946,1.74,2,250
PVRINOX,PVR INOX Ltd.,Media Entertainment & Publication,1,1324.7,4.09,1324.7,918.6,1324.7,918.6,0.0,1228.55,1082.26,True,65.58,28.964,24.489,4.475,1.34,3,252
VISHNU,Vishnu Chemicals Limited,,2,722.15,4.07,731.55,452.48,731.55,479.77,-1.28,684.18,586.62,True,64.72,23.214,23.208,0.005,0.49,2,251
SBILIFE,SBI Life Insurance Company Ltd.,Financial Services,1,1766.9,4.06,2106.67,1654.1,2106.67,1654.1,-16.13,1731.44,1842.72,False,53.73,-26.873,-30.296,3.423,1.96,2,251
BCG,Brightcom Group Limited,,2,10.26,4.06,15.26,8.17,14.23,8.17,-32.77,9.71,10.45,False,62.68,0.174,0.105,0.069,1.06,2,252
GANDHAR,Gandhar Oil Refinery (India) Limited,,2,269.4,4.04,279.86,115.71,279.86,115.71,-3.74,261.27,188.33,True,60.92,6.97,8.397,-1.427,0.76,1,251
POCL,Pondy Oxides & Chemicals Limited,,2,452.9,4.04,617.92,404.48,617.92,404.48,-26.71,476.73,512.21,False,34.47,-16.461,-13.233,-3.228,3.1,1,249
AEROPLANE,Amir Chand Jagdish Kumar (Exports) Limited,,2,201.49,4.02,206.9,117.45,206.9,117.45,-2.61,193.37,169.7,True,60.44,5.127,4.64,0.488,1.0,1,120
LENSKART,Lenskart Solutions Ltd.,Consumer Services,1,707.2,4.01,707.2,400.15,707.2,404.3,0.0,670.09,535.3,True,73.53,21.782,24.084,-2.301,2.01,2,218
KAYNES,Kaynes Technology India Ltd.,Capital Goods,1,3520.0,3.99,7593.0,3001.0,5307.0,3001.0,-53.64,3586.4,4062.94,False,45.29,-60.332,-28.45,-31.882,1.24,1,251
SSDL,Saraswati Saree Depot Limited,,2,62.08,3.99,90.67,47.16,81.35,47.16,-31.53,59.13,63.82,False,57.13,1.107,0.718,0.39,0.6,1,249
DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,1,1185.0,3.95,1367.03,1135.6,1367.03,1135.6,-13.32,1163.36,1237.94,False,55.28,-8.207,-10.958,2.751,2.47,1,251
PARAS,Paras Defence and Space Technologies Limited,,2,1370.9,3.95,1526.25,584.2,1526.25,584.2,-10.18,1407.73,1038.83,True,46.79,5.906,25.717,-19.811,0.87,1,251
ENDURANCE,Endurance Technologies Ltd.,Automobile and Auto Components,1,2732.0,3.94,3029.5,2192.17,3029.5,2192.17,-9.82,2769.94,2683.76,True,44.39,-54.262,-35.626,-18.637,0.95,2,251
VEDL,Vedanta Ltd.,Metals & Mining,1,267.6,3.94,787.5,253.05,787.5,253.05,-66.02,267.52,395.73,False,48.63,-3.575,-2.484,-1.091,0.89,2,252
KPIL,Kalpataru Projects International Ltd.,Construction,1,1445.5,3.93,1445.5,1010.01,1445.5,1010.01,0.0,1403.4,1283.71,True,60.54,16.3,18.11,-1.81,1.59,2,250
KIRLOSENG,Kirloskar Oil Eng Ltd.,Capital Goods,1,2120.6,3.93,2558.19,866.19,2558.19,1081.01,-17.11,2144.15,1777.8,True,47.84,-9.638,-0.774,-8.864,1.53,1,250
HAPPYFORGE,Happy Forgings Limited,,2,2155.9,3.93,2420.4,899.34,2420.4,1010.86,-10.93,2180.33,1538.59,True,51.08,47.458,88.951,-41.493,1.94,1,250
LOTUSEYE,Lotus Eye Hospital and Institute Limited,,2,114.94,3.93,141.38,98.22,141.38,98.22,-18.7,112.45,116.6,False,54.33,-1.179,-1.842,0.663,0.77,1,247
MAHSEAMLES,Maharashtra Seamless Limited,,2,720.2,3.93,728.9,498.81,728.9,498.81,-1.19,675.77,603.83,True,67.83,28.697,26.539,2.158,0.88,1,251
GICRE,General Insurance Corporation of India,Financial Services,1,351.0,3.92,394.12,335.25,394.12,335.25,-10.94,345.03,355.56,False,55.36,0.31,0.268,0.042,0.99,1,251
HALDER,Halder Venture Limited,,2,297.15,3.92,304.56,217.58,304.56,217.58,-2.43,284.5,259.44,True,58.44,3.447,5.624,-2.177,0.14,2,166
CLEAN,Clean Science and Technology Ltd.,Chemicals,1,851.9,3.89,1186.16,653.32,902.11,653.32,-28.18,829.5,832.81,True,58.81,10.064,12.49,-2.426,2.44,1,251
SAMBHAAV,Sambhaav Media Limited,,2,5.89,3.88,11.02,5.21,10.04,5.21,-46.55,6.01,6.73,False,43.67,-0.139,-0.123,-0.016,0.4,1,247
SONACOMS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,1,808.0,3.87,824.0,402.77,824.0,441.73,-1.94,792.88,633.4,True,56.44,2.51,6.216,-3.706,2.56,2,252
URBANCO,Urban Company Ltd.,Consumer Services,1,169.11,3.87,186.73,103.03,181.09,103.03,-9.44,164.42,141.93,True,57.64,4.06,5.922,-1.862,1.0,1,252
NEOGEN,Neogen Chemicals Limited,,2,2488.4,3.87,2488.4,979.33,2488.4,979.33,0.0,2280.49,1819.49,True,69.82,68.639,49.625,19.014,1.84,2,252
FILATEX,Filatex India Limited,,2,93.83,3.85,93.83,36.77,93.83,36.77,0.0,82.19,60.8,True,68.78,3.331,1.901,1.43,1.27,3,251
RUPA,Rupa & Company Limited,,2,137.16,3.85,205.04,108.32,171.78,108.32,-33.11,140.93,155.21,False,37.5,-4.642,-4.487,-0.155,1.5,1,250
KARMAENG,Karma Energy Limited,,2,38.72,3.83,70.8,34.43,53.67,34.43,-45.31,38.21,43.42,False,51.7,-0.256,-0.388,0.132,9.08,1,247
KRN,KRN Heat Exchanger and Refrigeration Limited,,2,1446.2,3.83,1660.2,598.1,1660.2,598.1,-12.89,1504.91,1163.99,True,45.99,19.603,49.284,-29.681,1.03,1,252
ENRIN,Siemens Energy India Ltd.,Capital Goods,1,3228.0,3.82,3872.1,2121.97,3872.1,2121.97,-16.63,3200.22,3243.78,False,49.74,-68.815,-71.553,2.738,1.79,2,252
UTTAMSUGAR,Uttam Sugar Mills Limited,,2,260.25,3.81,333.24,185.72,333.24,185.72,-21.9,277.22,249.2,True,42.12,-2.521,3.764,-6.285,0.32,1,251
SCI,Shipping Corporation of India Ltd.,Services,1,277.05,3.8,343.53,198.44,343.53,198.44,-19.35,283.99,272.89,True,42.39,-4.315,-2.246,-2.069,0.8,1,251
BALUFORGE,Balu Forge Industries Limited,,2,501.45,3.8,674.6,356.19,653.2,356.19,-25.67,537.34,515.04,False,40.95,-3.892,10.844,-14.735,0.35,1,251
PNCINFRA,PNC Infratech Limited,,2,139.55,3.8,309.84,134.44,258.93,134.44,-54.96,177.44,224.29,False,17.05,-18.478,-14.569,-3.909,3.12,1,251
HITECH,Hi-Tech Pipes Limited,,2,76.14,3.79,122.59,70.93,97.89,70.93,-37.89,77.22,88.46,False,44.54,-1.863,-1.865,0.002,0.83,1,251
ORTINGLOBE,ORTIN GLOBAL LIMITED,,2,17.25,3.79,19.92,11.19,19.92,11.56,-13.4,15.93,15.09,True,62.73,0.318,0.119,0.2,0.87,1,247
ACUTAAS,Acutaas Chemicals Ltd.,Healthcare,1,3440.3,3.78,3692.04,1316.82,3692.04,1601.3,-6.82,3294.18,2748.19,True,58.56,28.539,7.562,20.977,1.8,1,252
NKIND,NK Industries Limited,,2,57.62,3.78,76.8,55.43,70.18,55.43,-24.97,58.24,63.78,False,47.48,-1.137,-1.02,-0.117,0.06,2,247
NITTAGELA,Nitta Gelatin India Limited,,2,1756.9,3.77,2024.0,919.29,2024.0,919.29,-13.2,1659.4,1373.41,True,63.76,7.156,-8.685,15.841,2.67,2,105
SBIFUNDS,SBI Funds Management Limited,,2,561.35,3.77,609.75,530.1,609.75,530.1,-7.94,553.32,592.94,False,51.43,-6.84,-6.996,0.155,1.29,2,44
HERITGFOOD,Heritage Foods Limited,,2,408.65,3.76,529.45,291.75,479.08,291.75,-22.82,385.35,374.77,True,62.65,13.162,11.143,2.02,0.85,1,250
URJA,Urja Global Limited,,2,9.1,3.76,14.26,8.01,12.64,8.01,-36.19,9.1,10.33,False,47.32,-0.129,-0.124,-0.004,1.1,1,251
RICOAUTO,Rico Auto Industries Limited,,2,130.58,3.75,155.15,80.02,155.15,100.06,-15.84,130.88,124.1,True,48.88,-0.991,-1.153,0.162,0.85,1,251
BAIDFIN,Baid Finserv Limited,,2,10.35,3.71,12.35,9.01,12.35,9.01,-16.19,10.48,10.43,False,49.86,0.302,0.264,0.038,0.34,1,247
ORIENTCER,ORIENT CERATECH LIMITED,,2,46.11,3.69,54.64,34.19,54.64,34.19,-15.61,44.61,41.27,True,58.61,0.755,0.801,-0.046,0.58,2,250
INDIANCARD,Indian Card Clothing Company Limited,,2,214.96,3.67,275.0,156.6,253.1,156.6,-21.83,213.66,222.66,False,50.71,-1.112,-1.393,0.281,0.34,1,247
JSFB,Jana Small Finance Bank Limited,,2,506.6,3.67,584.85,341.85,584.85,341.85,-13.38,531.3,477.97,True,40.49,-9.673,-3.925,-5.748,0.61,1,249
MODINATUR,Modi Naturals Limited,,2,337.95,3.67,484.75,272.25,484.75,272.25,-30.28,350.09,377.24,False,41.89,-11.88,-12.38,0.499,0.35,1,191
WORTHPERI,Worth Peripherals Limited,,2,148.07,3.67,163.08,115.77,162.08,115.77,-9.2,151.02,142.8,True,46.29,-0.499,0.979,-1.478,0.98,1,247
SCODATUBES,Scoda Tubes Limited,,2,128.51,3.66,180.22,116.68,164.75,116.68,-28.69,129.82,143.05,False,45.21,-2.523,-2.491,-0.032,0.57,1,252
KRISHANA,Krishana Phoschem Limited,,2,183.67,3.65,205.16,88.5,205.16,92.94,-10.47,184.29,141.54,True,50.76,0.173,2.355,-2.182,1.62,1,250
INOXWIND,Inox Wind Ltd.,Capital Goods,1,76.8,3.64,157.25,69.5,130.24,69.5,-51.16,74.94,94.54,False,55.6,-0.049,-0.438,0.39,0.94,1,252
SHANTIGOLD,Shanti Gold International Limited,,2,251.27,3.64,270.72,156.63,270.72,156.63,-7.18,250.37,222.15,True,51.89,2.822,5.093,-2.271,1.41,1,252
ICIL,Indo Count Industries Limited,,2,447.35,3.57,469.45,223.61,469.45,223.61,-4.71,437.19,351.49,True,55.35,5.771,7.687,-1.916,0.44,2,251
NGLFINE,NGL Fine-Chem Limited,,2,2673.8,3.56,3455.72,1278.03,3455.72,1278.03,-22.63,2830.04,2505.57,True,39.22,-117.354,-106.984,-10.369,0.99,1,249
ADANIENSOL,Adani Energy Solutions Ltd.,Power,1,1436.1,3.55,1741.6,812.7,1741.6,812.7,-17.54,1435.6,1329.54,True,46.64,-51.018,-55.29,4.271,0.56,3,252
WAAREEENER,Waaree Energies Ltd.,Capital Goods,1,2560.7,3.55,3622.52,2417.1,3500.15,2417.1,-29.31,2588.37,2929.75,False,44.35,-42.132,-40.03,-2.103,2.25,1,252
PATANJALI,Patanjali Foods Ltd.,Fast Moving Consumer Goods,1,367.0,3.54,601.52,333.96,570.55,333.96,-38.99,349.15,435.39,False,63.84,0.164,-3.005,3.169,0.62,1,252
WAAREEINDO,Indosolar Limited,,2,267.95,3.54,711.7,246.95,542.15,246.95,-62.35,268.21,382.32,False,44.25,-13.758,-16.264,2.505,3.0,2,252
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,,2,214.47,3.53,215.88,131.97,215.88,131.97,-0.65,187.57,169.92,True,70.17,13.297,10.484,2.813,0.76,2,249
POWERICA,Powerica Limited,,2,576.3,3.52,661.85,390.0,661.85,390.0,-12.93,544.07,491.65,True,59.32,6.069,1.218,4.851,0.9,3,120
THEMISMED,Themis Medicare Limited,,2,123.97,3.52,142.46,66.07,133.07,66.07,-12.98,123.18,109.03,True,53.08,3.102,4.088,-0.986,0.16,1,251
ICICIAMC,ICICI Prudential Asset Management Company Ltd.,Financial Services,1,3206.7,3.51,3524.81,2562.37,3524.81,2562.37,-9.02,3084.03,3040.59,True,62.08,-6.941,-24.141,17.2,2.33,4,189
BEPL,Bhansali Engineering Polymers Limited,,2,124.92,3.5,133.84,75.91,133.84,75.91,-6.66,126.04,104.16,True,50.08,1.757,2.712,-0.955,0.66,1,250
IXIGO,Le Travenues Technology Limited,,2,165.65,3.49,335.55,151.68,265.15,151.68,-50.63,165.33,195.42,False,47.34,-4.324,-5.254,0.931,2.26,1,252
BAJAJHFL,Bajaj Housing Finance Ltd.,Financial Services,1,85.58,3.48,114.8,73.09,97.45,73.09,-25.45,84.04,89.57,False,57.52,-0.291,-0.453,0.162,1.86,1,252
MANINDS,Man Industries (India) Limited,,2,851.55,3.47,876.45,310.55,876.45,310.55,-2.84,783.28,551.02,True,65.19,52.531,56.645,-4.114,0.81,2,252
MPSLTD,MPS Limited,,2,2610.2,3.47,2931.2,1366.7,2931.2,1366.7,-10.95,2663.31,2166.02,True,47.04,-8.745,16.194,-24.939,0.76,1,248
BLACKBUCK,BLACKBUCK LIMITED,,2,632.4,3.42,733.5,500.2,699.1,500.2,-13.78,601.35,583.22,True,63.26,11.032,8.139,2.893,2.36,1,252
GANDHITUBE,Gandhi Special Tubes Limited,,2,900.9,3.41,957.75,685.93,957.75,685.93,-5.94,893.12,853.57,True,54.31,2.218,4.605,-2.387,1.66,1,247
SOMICONVEY,Somi Conveyor Beltings Limited,,2,94.11,3.41,159.45,83.09,135.49,83.09,-40.98,92.32,106.29,False,53.32,-0.375,-0.72,0.345,0.45,1,248
BAJFINANCE,Bajaj Finance Ltd.,Financial Services,1,1040.3,3.39,1158.8,796.65,1158.8,796.65,-10.23,1049.29,997.67,True,45.62,-13.284,-8.798,-4.486,1.68,1,251
MAHABANK,Bank of Maharashtra,Financial Services,1,83.54,3.39,93.85,52.38,93.85,54.55,-10.99,82.71,74.98,True,53.18,0.105,0.461,-0.356,1.01,3,252
AVROIND,AVRO INDIA LIMITED,,2,7.92,3.39,15.49,7.66,15.15,7.66,-48.87,8.48,10.81,False,38.13,-0.312,-0.203,-0.109,0.39,1,250
PANSARI,Pansari Developers Limited,,2,291.7,3.38,365.3,248.5,365.3,252.8,-20.15,300.74,300.91,False,41.68,-10.124,-8.907,-1.217,0.9,2,247
GRSE,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,1,2411.8,3.37,3084.94,1967.15,3084.94,1967.15,-21.82,2464.86,2578.61,False,40.99,-61.536,-47.977,-13.559,1.55,2,252
HSCL,Himadri Speciality Chemical Ltd.,Chemicals,1,675.35,3.37,800.9,421.43,800.9,437.56,-15.68,673.75,606.84,True,48.21,-15.066,-16.807,1.741,0.54,3,252
CONCOR,Container Corporation of India Ltd.,Services,1,504.55,3.36,552.87,422.46,533.65,422.46,-8.74,502.37,499.89,True,50.77,-3.837,-2.117,-1.72,1.88,1,252
ALKEM,Alkem Laboratories Ltd.,Healthcare,1,5348.5,3.35,5832.46,5087.5,5832.46,5087.5,-8.3,5252.85,5446.91,False,54.71,-71.754,-87.088,15.334,1.79,3,250
VIVIANA,Viviana Power Tech Limited,,2,724.7,3.35,1759.95,577.5,984.7,577.5,-58.82,737.62,843.84,False,46.98,-0.116,4.361,-4.477,1.13,1,249
VSTIND,VST Industries Limited,,2,208.92,3.35,259.01,191.01,256.24,191.01,-19.34,208.57,231.39,False,45.76,-3.878,-4.452,0.574,2.35,1,251
SHRIRAMPPS,Shriram Properties Limited,,2,72.91,3.32,97.63,61.13,96.89,61.13,-25.32,74.76,83.16,False,38.33,-2.594,-2.539,-0.054,0.64,2,251
THYROCARE,Thyrocare Technologies Limited,,2,559.25,3.32,649.35,345.06,649.35,345.06,-13.88,568.36,497.12,True,45.08,-9.693,-5.956,-3.737,0.56,1,251
RAJRATAN,Rajratan Global Wire Limited,,2,452.6,3.31,540.05,307.75,540.05,328.52,-16.19,486.75,448.89,True,36.51,-9.643,-3.525,-6.118,1.47,1,251
AASTHA,Aastha Spintex Limited,,2,76.78,3.3,136.31,72.92,136.31,72.92,-43.67,78.73,115.99,False,43.87,-2.455,-2.978,0.523,0.27,1,54
KIMS,Krishna Institute of Medical Sciences Ltd.,Healthcare,1,791.85,3.29,850.65,582.1,850.65,582.1,-6.91,773.41,745.61,True,58.63,-4.069,-7.217,3.147,2.07,1,251
PASUPTAC,Pasupati Acrylon Limited,,2,70.31,3.29,74.34,40.89,74.34,40.89,-5.42,66.09,57.31,True,67.14,2.052,1.687,0.365,2.03,1,250
TIMETECHNO,Time Technoplast Limited,,2,179.24,3.29,237.84,153.98,214.56,153.98,-24.64,183.63,189.98,False,40.89,-4.043,-3.453,-0.59,1.5,1,251
BALMLAWRIE,Balmer Lawrie & Company Limited,,2,167.41,3.28,205.95,145.44,191.97,145.44,-18.71,169.41,175.56,False,44.28,-1.429,-0.682,-0.748,0.87,1,251
GREAVESCOT,Greaves Cotton Limited,,2,191.72,3.28,261.46,119.63,261.46,119.63,-26.67,194.15,193.89,False,43.65,-4.276,-4.705,0.428,1.4,1,251
KWIL,Kwality Wall's (India) Limited,,2,41.22,3.28,48.63,22.47,48.63,22.47,-15.24,41.54,33.1,True,50.68,0.556,1.184,-0.628,0.53,1,150
POWERMECH,Power Mech Projects Limited,,2,2371.4,3.26,3002.45,1731.73,2893.51,1731.73,-21.02,2418.29,2489.02,False,43.96,-45.628,-40.927,-4.7,0.72,1,250
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,,2,54.88,3.25,111.44,43.53,111.44,43.53,-50.75,54.47,63.58,False,52.2,0.788,1.344,-0.556,1.01,1,247
NAZARA,Nazara Technologies Limited,,2,362.55,3.25,374.65,217.65,374.65,217.65,-3.23,361.86,301.68,True,53.33,5.018,7.918,-2.9,0.74,1,251
SADBHIN,Sadbhav Infrastructure Project Limited,,2,2.55,3.24,4.31,2.14,4.31,2.14,-40.84,2.58,2.97,False,46.7,-0.031,-0.019,-0.012,1.34,1,248
CHEMPLASTS,Chemplast Sanmar Limited,,2,171.48,3.23,428.4,165.12,333.9,165.12,-59.97,174.82,237.99,False,44.43,-4.339,-4.341,0.002,0.38,2,251
JGCHEM,J.G.Chemicals Limited,,2,582.9,3.23,651.3,305.2,651.3,305.2,-10.5,593.88,464.13,True,49.08,7.027,15.594,-8.567,0.46,1,248
BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,1,11282.0,3.22,13236.24,8638.66,11644.0,8638.66,-14.76,11163.51,10979.13,True,53.53,-24.605,-6.648,-17.957,1.31,1,251
NAM-INDIA,Nippon Life India Asset Management Ltd.,Financial Services,1,1155.0,3.22,1251.0,790.32,1251.0,790.32,-7.67,1170.88,1052.33,True,45.85,-11.069,-4.933,-6.136,1.16,1,252
YASHO,Yasho Industries Limited,,2,4008.5,3.22,4915.8,1165.51,4915.8,1165.51,-18.46,4092.1,2662.04,True,48.6,18.689,71.814,-53.126,0.99,1,248
ZUARI,Zuari Agro Chemicals Limited,,2,216.03,3.22,337.35,181.17,337.35,181.17,-35.96,222.65,237.19,False,40.92,-3.482,-1.839,-1.643,0.55,1,251
